 dropoff_longitude, dropoff_latitude
-73.908348,40.884567
-73.990234,40.751438
-73.875107,40.710392
-73.933723,40.710987
-74.002106,40.717491
-73.991913,40.721951
-73.971397,40.757179
-73.849472,40.725349
-73.947739,40.774975
-73.985435,40.738605
-74.005264,40.707214
-73.973389,40.748787
-74.013931,40.707497
-74.009308,40.713287
-73.94368,40.792759
-73.971558,40.762039
-73.954315,40.800896
-73.928528,40.696552
-73.956154,40.772121
-73.951103,40.77887
-73.796585,40.713753
-73.97438,40.787441
-73.961136,40.759266
-73.967407,40.756008
-73.940819,40.809071
-73.972176,40.765419
-73.962151,40.805206
-73.94239,40.798092
-73.901489,40.750942
-73.994522,40.750656
-73.956406,40.778137
-73.997986,40.723965
-74.00296,40.684502
-73.98613,40.762371
-73.99398,40.691082
-73.993523,40.752026
-73.983932,40.752495
-73.912735,40.848831
0.0,0.0
-73.958084,40.764549
0.0,0.0
-73.978844,40.755547
-73.958565,40.774967
-73.998459,40.735008
-74.00177,40.735142
-73.975182,40.757771
-73.995972,40.738426
-74.000656,40.747269
-74.005119,40.746521
-73.996162,40.720276
-73.896904,40.895817
-73.992996,40.749512
-73.966415,40.764896
-73.983208,40.727524
-73.982193,40.75642
-73.953239,40.772629
-73.975723,40.733219
-73.971405,40.758778
-73.93087,40.851246
-73.989113,40.742874
-73.958817,40.710155
-73.954048,40.717312
-73.976273,40.765045
-74.001793,40.750931
-73.980583,40.765743
0.0,0.0
-73.981873,40.669685
-74.004578,40.733978
-73.970146,40.798912
-73.846985,40.831696
-74.004555,40.752129
-73.949585,40.801064
-73.980461,40.676537
-73.886803,40.755363
-73.946312,40.933102
-73.97757,40.753624
-73.977028,40.738937
-73.979637,40.749855
-73.96611,40.762177
-73.949326,40.807518
-73.799042,40.732891
-73.9879,40.716396
-73.976234,40.759026
-73.977768,40.789043
-73.970894,40.756641
-74.013626,40.70311
-73.999413,40.761349
-74.009346,40.725983
-73.868286,40.772655
-73.984848,40.745327
-74.010025,40.714432
-73.995644,40.759308
-73.931824,40.695107
-73.874367,40.743385
-73.998734,40.732151
-73.993713,40.732819
0.0,0.0
-73.969398,40.791164
-73.948601,40.795837
-74.002808,40.733349
-73.958153,40.765434
-73.978592,40.756321
-73.971878,40.744808
-74.004456,40.679558
-73.992577,40.739689
-74.0047,40.751904
-73.98037,40.746708
-73.994347,40.763325
-73.981133,40.778343
-73.971329,40.785233
-73.908844,40.892609
-73.954285,40.782307
-73.977951,40.745583
-73.807602,40.700169
-73.998337,40.735439
-73.95845,40.775543
-73.95472,40.769726
-73.976013,40.740532
-73.975868,40.753212
-74.010925,40.716225
-73.992828,40.723877
-73.985359,40.744541
-73.985062,40.744789
-73.994942,40.750072
-73.995171,40.739799
-74.000275,40.735195
-73.961655,40.768345
-73.972214,40.754173
-73.982697,40.769379
-73.980659,40.784893
-73.988846,40.736843
-73.990379,40.748425
-73.926079,40.866302
-73.967094,40.801895
-73.978218,40.74498
-73.991394,40.750149
-73.951508,40.76646
-73.992126,40.734581
-74.031639,40.753338
-73.948807,40.770954
-73.978729,40.740997
-73.992058,40.749306
-73.993576,40.721588
-73.945007,40.794136
-73.999802,40.730289
-74.004562,40.752048
-73.980484,40.761772
-73.987831,40.728546
-73.981247,40.737961
-73.994881,40.728958
-73.992027,40.759193
-73.998535,40.732216
-73.963829,40.774036
-74.003136,40.749123
-73.908821,40.702908
-74.000908,40.642181
-73.919716,40.704964
-74.269325,40.030048
-73.97348,40.764717
-73.977898,40.751904
-73.986862,40.747822
-74.026428,40.635841
-74.014938,40.709572
-73.951653,40.783058
-73.971176,40.751347
-74.002678,40.75
-74.015953,40.715092
-73.979523,40.754269
-73.942268,40.798904
-73.986694,40.729691
-73.977997,40.777031
0.0,0.0
-73.933159,40.741985
-74.007561,40.707554
-73.988457,40.734417
-74.005829,40.728638
-73.912201,40.830956
-73.983475,40.781296
-73.972313,40.790691
-74.004478,40.730835
-73.989449,40.762608
-73.970711,40.798405
-74.000435,40.726284
-73.945862,40.775391
-73.950554,40.828583
-73.977325,40.774391
-73.973709,40.755325
-73.989609,40.739841
-73.992271,40.664314
-74.004295,40.721874
-73.974533,40.673344
-73.991791,40.729939
-73.936356,40.811642
0.0,0.0
-74.006302,40.733566
-73.963219,40.755936
-73.96151,40.764301
-73.871506,40.705078
-73.921333,40.739151
-73.974136,40.77874
-73.94957,40.784943
-74.005341,40.74498
-73.985764,40.777115
-73.938652,40.851013
-73.987045,40.747856
-73.965012,40.801392
-73.987343,40.722507
-73.978661,40.743626
-73.933945,40.723652
-73.995659,40.732826
-73.9767,40.792656
-74.001129,40.718796
-74.005547,40.732574
-73.98037,40.74017
-74.005989,40.733215
-73.982124,40.744308
-73.948006,40.783081
-73.973854,40.783001
-73.972145,40.754505
-73.959053,40.773327
-73.976616,40.751564
-73.975769,40.74472
-73.979675,40.783894
-74.002785,40.733719
-73.933052,40.709385
-73.998505,40.729755
-73.972908,40.755028
-73.991638,40.735435
-73.987946,40.738049
-73.987267,40.737511
-74.002571,40.733425
-73.98558,40.753078
-73.892998,40.746674
-73.982658,40.777714
0.0,0.0
-73.96357,40.761879
-73.953278,40.780296
-73.992439,40.753471
-73.996315,40.75322
-73.964088,40.761681
-73.936989,40.806728
-73.982262,40.774696
-73.939911,40.708538
-73.948898,40.828274
-74.002144,40.734482
-73.981911,40.728245
-73.992203,40.74855
-73.999771,40.761539
-73.990822,40.750809
-73.972031,40.756989
-73.998848,40.742249
-73.940582,40.825619
-73.97744,40.751984
-73.980286,40.676739
-73.951462,40.773537
-73.989136,40.748714
-73.947685,40.783619
-74.009659,40.649422
-73.980774,40.733704
-73.969269,40.763748
-73.952148,40.78307
-73.765495,40.711823
-73.980797,40.712376
-73.969597,40.785133
-73.979065,40.780945
-73.970604,40.79755
-73.945503,40.833096
-73.976936,40.79084
-73.992996,40.724171
-73.929955,40.700798
-73.98156,40.776932
-73.909302,40.74802
-73.990349,40.723511
-73.97496,40.759304
-73.942558,40.837997
-73.980026,40.743267
-73.975372,40.790195
-73.985565,40.735119
-73.982346,40.747532
-73.978294,40.731056
-73.950226,40.775654
-73.9823,40.748936
-73.880478,40.6814
-73.993301,40.747189
-73.985359,40.744339
-74.004456,40.717052
-73.994385,40.749165
-73.991547,40.726768
-74.004471,40.733486
-74.00927,40.720684
-73.9842,40.744858
-73.962936,40.772251
-74.002586,40.751915
-73.982697,40.769577
-73.959885,40.762844
-74.00103,40.751202
-73.974876,40.752228
-73.996582,40.737991
-73.998016,40.756279
-73.982246,40.722389
-73.963623,40.768379
-73.969902,40.752686
-73.973549,40.750446
-73.977234,40.776878
-73.963303,40.775211
-73.777321,40.64481
-73.99102,40.717258
-73.995979,40.75378
-73.983582,40.766106
-73.973259,40.757195
-73.986526,40.750313
-73.892006,40.854424
-73.99675,40.766506
-73.975014,40.79184
-73.979713,40.786396
-73.953865,40.76712
-73.983833,40.731968
-73.961212,40.76915
-73.998238,40.745277
-73.971313,40.765236
-73.982979,40.738682
-74.002708,40.718479
-73.989738,40.729786
-74.013786,40.714718
-73.944374,40.817303
-73.962212,40.764565
-73.949905,40.803799
-73.945267,40.807774
-73.984734,40.715424
-73.994621,40.719612
-73.968895,40.790428
-73.942505,40.786213
-74.008652,40.716068
-73.962135,40.764118
-73.858917,40.753948
-73.937675,40.80864
-73.948318,40.784328
-74.000137,40.744278
-73.954529,40.774906
-73.987732,40.746498
-73.989998,40.762348
-73.961113,40.756832
-74.005951,40.723831
-73.97229,40.745766
-73.953773,40.787739
-73.978355,40.756546
-73.995277,40.752979
-73.957466,40.65131
-73.992203,40.742729
-73.989815,40.773117
-73.983093,40.766232
-73.962616,40.766552
-73.969757,40.753071
-73.991432,40.748871
-73.997192,40.754704
-73.958664,40.775684
-73.908562,40.745136
-73.978249,40.742485
-74.006042,40.733128
-73.992836,40.725315
-74.001892,40.738689
-73.936073,40.797188
-73.995476,40.730515
-73.986626,40.766502
-73.919899,40.737144
-73.909454,40.901276
-73.962646,40.767315
-73.954948,40.778374
-73.958626,40.778076
-73.975639,40.795403
-73.977486,40.752281
-73.978188,40.773132
-73.996391,40.763546
-73.994759,40.71862
-73.986565,40.729736
-73.967743,40.765503
-73.975853,40.781548
-73.962517,40.770138
-73.934601,40.739792
-73.956047,40.776031
-73.937965,40.847935
-73.976318,40.751602
0.0,0.0
-73.996277,40.753212
-73.990257,40.739452
-73.983292,40.726776
-73.972916,40.793327
-73.997108,40.71978
-73.953712,40.767323
-73.981422,40.737991
-73.995956,40.759155
-73.97905,40.74054
-73.949287,40.772892
-73.992683,40.74107
-73.7258,40.692089
-73.820198,40.731812
-73.993996,40.749962
-73.992867,40.762711
-73.977562,40.757915
-73.94838,40.796494
-73.967339,40.756557
-73.967468,40.769199
-73.985466,40.738522
-73.981544,40.779736
-73.925003,40.75565
-74.004562,40.752224
-73.996323,40.753483
-73.963692,40.756287
-73.991112,40.749783
-73.945885,40.832947
-73.988365,40.761787
-73.979675,40.772854
-73.992424,40.68364
-73.966995,40.632229
-74.002983,40.733307
-73.927475,40.671322
-73.97699,40.750553
-73.989174,40.77425
-73.995651,40.749451
0.0,0.0
-73.97554,40.75227
-73.974548,40.762249
-73.980507,40.761326
-73.981995,40.770626
-73.99971,40.728497
-73.988472,40.725014
-74.014359,40.702473
-73.989113,40.742973
-73.98114,40.779968
-73.995834,40.593933
-73.987808,40.721031
-73.978058,40.726494
-73.952148,40.786346
-73.981552,40.728821
-73.982422,40.727413
-73.929596,40.855091
-73.957932,40.821247
-74.005058,40.719151
-74.005775,40.717579
-74.001114,40.722389
-73.917824,40.871014
-73.956352,40.767895
-73.97332,40.743889
-73.970772,40.795883
-73.99501,40.72517
-73.885445,40.746674
-74.008224,40.738079
-73.998222,40.713741
-73.926315,40.759258
-74.015732,40.715256
-73.996315,40.721844
-73.971985,40.744911
-73.953934,40.779758
-73.9478,40.776245
-73.972382,40.745167
-73.901451,40.86272
-73.937729,40.804451
-73.955048,40.809937
-73.977913,40.776989
-73.942924,40.785866
-73.97258,40.752476
-73.969765,40.794785
-74.007133,40.714611
-73.936615,40.830181
-73.96772,40.756104
-73.96154,40.774605
-74.016228,40.711143
-73.956459,40.763161
-73.975929,40.730495
-74.000565,40.729935
-73.954399,40.774403
-73.94532,40.718922
-73.98909,40.721386
-73.994591,40.742832
-74.001968,40.742073
-73.973763,40.763107
-74.006256,40.739407
-73.991211,40.750492
-73.990417,40.724888
-74.014275,40.70826
-73.954529,40.7883
-73.991806,40.750134
-73.973579,40.763611
-73.977356,40.759544
-73.890381,40.831192
-73.961037,40.769974
-73.938103,40.797119
-73.99263,40.725395
-73.954857,40.784008
-73.974792,40.729923
-73.944191,40.79137
-74.001862,40.751041
-74.002823,40.707287
-73.991493,40.726261
-73.785538,40.757938
-73.977127,40.753006
-73.958481,40.772877
-74.004646,40.750366
-73.972946,40.795792
-74.001244,40.72427
-73.949936,40.777241
-73.98745,40.714306
-73.978691,40.750866
-73.948647,40.786221
-74.013901,40.728069
-74.002869,40.708626
-73.955368,40.787823
-73.978584,40.783306
-73.931427,40.765106
-73.989243,40.732361
-73.989517,40.733673
-73.957443,40.776058
-73.95842,40.675484
-73.986961,40.762772
-73.989838,40.729763
-73.984573,40.779682
0.0,0.0
-73.991096,40.73362
-74.006241,40.741337
-73.989029,40.736481
-73.965126,40.711796
-73.983894,40.780632
-73.984451,40.747101
-74.011185,40.70528
-73.938759,40.829712
-73.971466,40.796261
-73.977638,40.751884
-73.944649,40.780018
-73.996735,40.744617
-73.900368,40.70657
-73.981041,40.667618
-74.004929,40.745628
-73.958984,40.778355
-73.974091,40.747208
-73.963547,40.771461
-73.984299,40.769753
-73.980186,40.765652
-73.993637,40.737797
-73.949287,40.772881
-73.958481,40.759663
-73.945107,40.828602
-73.960983,40.7668
-73.950813,40.779316
-73.998215,40.694401
-73.993095,40.757763
-73.98159,40.779938
-74.006897,40.747986
-73.979546,40.746815
-74.021629,40.630783
-73.96843,40.801544
-73.987373,40.75032
-73.979012,40.787003
-73.984589,40.75106
-73.981842,40.75885
-73.975441,40.754879
-74.001976,40.708214
-73.964272,40.780651
-74.005493,40.715191
-73.985374,40.780186
-74.005966,40.723831
-73.990967,40.751247
-73.959633,40.775082
-73.973793,40.693306
-73.97654,40.7654
-74.007599,40.73877
-73.996132,40.722378
-73.958313,40.686104
-73.995422,40.726509
-73.943611,40.825546
0.0,0.0
0.0,0.0
-73.982651,40.775688
-73.979118,40.750053
-73.990379,40.734634
-73.992256,40.737831
-73.995209,40.719833
-73.979095,40.692703
-73.973694,40.751904
-74.00264,40.73951
-73.996597,40.763409
-73.90551,40.879292
-73.961464,40.761841
-74.164391,40.712193
-73.962761,40.75853
-73.985809,40.735054
-73.961571,40.799595
-73.950211,40.81514
-73.924927,40.861851
-73.990219,40.750031
-73.911095,40.842827
-73.918167,40.834568
-73.976196,40.76115
-73.993744,40.718334
-73.947495,40.776058
-73.988678,40.777813
-74.003281,40.683865
-73.9851,40.778919
-73.943886,40.776184
-73.982239,40.767315
-74.002579,40.733925
-73.990067,40.770851
-73.994957,40.760273
-73.953796,40.822067
-73.951347,40.718906
-73.985268,40.778305
-73.977463,40.751701
-73.988632,40.769299
-73.979736,40.746239
-73.978241,40.76149
-73.947845,40.782082
-73.953232,40.81282
-73.970146,40.750591
-74.0065,40.733158
-73.998062,40.736115
-73.984406,40.74575
-73.99482,40.75547
-73.976448,40.757984
-73.977905,40.748177
-73.982414,40.744709
-74.005043,40.741001
-73.995293,40.759712
-73.963493,40.770947
-73.999641,40.714886
-73.984047,40.746258
-73.97699,40.750278
-73.993317,40.752117
-73.794075,40.656364
-74.006607,40.744091
-73.992058,40.764069
-73.947716,40.803772
-74.000061,40.743038
-73.980263,40.744362
-73.969963,40.790558
-73.969856,40.797115
-73.9813,40.724945
-73.982544,40.735447
-73.953148,40.767933
-73.962364,40.764587
-73.995575,40.764748
-73.991333,40.739159
-73.976433,40.786011
-73.982452,40.7672
-73.994057,40.763996
-73.967293,40.685371
-73.959961,40.657234
-73.989395,40.776577
-73.987709,40.732578
0.0,0.0
-73.969269,40.763695
-73.991478,40.746563
-74.000534,40.747711
-73.997551,40.71682
-73.99514,40.739727
-73.870361,40.740337
-73.933731,40.710979
-73.985069,40.738983
-73.995171,40.725395
-73.952995,40.802658
-73.99527,40.749786
-73.93811,40.797115
-73.983627,40.744038
-73.963264,40.758038
-73.967743,40.608376
-73.96875,40.764057
-73.961105,40.813602
-73.99955,40.732677
-73.989861,40.765522
-73.994087,40.686218
-73.954796,40.765343
-73.987808,40.722622
-73.99543,40.729107
-73.960548,40.798363
-73.972107,40.794456
-73.980759,40.747932
-73.975708,40.789131
-73.960304,40.778816
-73.988708,40.748653
-73.985458,40.763718
-73.976578,40.765518
-73.807526,40.656891
-73.972496,40.793613
-73.904602,40.665073
-73.948433,40.787399
-73.990875,40.761089
-73.985046,40.764069
-74.002151,40.709175
-74.015854,40.706192
-73.969574,40.750626
-73.943077,40.815037
-73.972366,40.746216
-73.978806,40.753017
-73.95237,40.818829
-73.922867,40.745449
-73.959328,40.771667
-73.985847,40.768162
-74.000603,40.761883
-73.930244,40.758949
-73.994835,40.744736
-73.960831,40.797577
-73.961441,40.777813
-73.938408,40.82391
-73.94664,40.808285
-73.990021,40.761864
-73.99099,40.734875
-73.979645,40.732849
-74.003998,40.733021
-73.970802,40.788319
-74.005478,40.719887
-73.979439,40.743973
-73.989983,40.735081
-74.005501,40.738251
-73.953011,40.791553
-73.991066,40.718258
-73.942841,40.714672
-73.953316,40.726906
-73.997765,40.721485
-73.97612,40.748863
-73.976913,40.751694
-73.98317,40.770954
-73.950394,40.81237
-73.950417,40.624863
-73.966637,40.795887
-74.000343,40.761684
-73.985939,40.757149
-73.954796,40.775707
-73.988419,40.731682
-73.969978,40.750488
-73.985382,40.780197
-73.950722,40.775658
-73.880409,40.754387
-73.983604,40.766205
-73.949074,40.785221
-73.999329,40.738567
-74.004601,40.752068
-73.990257,40.757282
-73.751694,40.712452
-73.860497,40.874428
-73.997665,40.722191
-73.986397,40.748775
-73.963272,40.770725
-73.978851,40.762276
-73.953781,40.775379
-73.992455,40.672077
-74.014923,40.709866
-73.981369,40.741203
-73.916351,40.772938
-73.990959,40.770832
-73.975792,40.733192
0.0,0.0
-73.973907,40.762581
-73.989868,40.772186
-73.981964,40.678844
-73.979454,40.751831
-73.996361,40.693401
-73.95153,40.825035
-73.974091,40.672333
-74.016235,40.705711
-73.975166,40.792503
-73.995186,40.749798
-73.914551,40.763073
-74.004807,40.74078
-73.987762,40.719894
-73.870392,40.770397
-73.981033,40.741184
-73.977196,40.763283
-73.98288,40.773369
-73.970474,40.7523
-73.969276,40.764919
-73.985252,40.778336
-73.979355,40.670078
-73.988121,40.748737
-73.967552,40.800888
-73.987358,40.7201
-73.866837,40.768818
-73.978287,40.774654
-73.959152,40.718521
0.0,0.0
-73.978775,40.767036
-73.982864,40.742111
-73.928764,40.775818
-73.952759,40.776531
-74.00312,40.723228
-73.986679,40.751266
-73.838318,40.714882
-73.969536,40.786282
-73.989174,40.691982
-73.80011,40.747173
-74.004295,40.72184
-73.968048,40.768066
-73.99041,40.750652
-74.006332,40.707539
-73.954231,40.770321
-73.990608,40.724438
-73.991455,40.743275
-73.987221,40.750713
-73.988159,40.723488
-73.940331,40.794792
-73.989174,40.743481
-73.988373,40.769096
-73.988213,40.73214
-74.004143,40.742847
-73.961357,40.779411
-73.961739,40.798351
-73.975136,40.752682
-74.012627,40.71629
-73.989487,40.762173
-73.949715,40.784512
-74.011482,40.703865
-74.166153,40.712555
-74.006905,40.707523
-73.983681,40.737957
-73.871414,40.742023
-73.982849,40.730911
-73.925758,40.756153
-73.977364,40.764034
-73.982796,40.744816
-73.961037,40.777763
-73.966103,40.773106
-73.973289,40.747997
-73.952126,40.783783
-73.995392,40.594379
-73.975258,40.752594
-73.989655,40.723148
-73.970009,40.750687
-73.958488,40.781452
-73.959747,40.761997
-73.955177,40.774326
-73.930656,40.853645
-73.999886,40.719097
-73.977692,40.753666
-73.965935,40.80476
-73.964516,40.714947
-73.996605,40.716473
-73.987946,40.732056
-73.976204,40.752831
-73.941338,40.787777
-73.956665,40.770664
-73.845634,40.718773
-73.989738,40.722836
-73.955811,40.746014
-73.876183,40.76926
-73.984138,40.725605
-73.987328,40.739124
-73.95385,40.775112
-73.948914,40.781822
-73.981743,40.770687
-73.979515,40.747093
-73.999374,40.720062
-73.947144,40.83073
-73.991158,40.763596
0.0,0.0
-73.964752,40.772793
-73.952499,40.782413
-74.025955,40.628571
-73.985939,40.743294
-73.965797,40.762398
-74.008049,40.707638
-73.993927,40.751743
-73.987862,40.737659
-74.006081,40.739979
-73.958847,40.731972
-73.77726,40.644852
-73.983498,40.744884
-73.975998,40.744598
-73.973495,40.757114
-73.980003,40.73587
-73.938431,40.793964
-73.991379,40.744606
-73.988197,40.723228
-73.842926,40.722008
-73.986916,40.771023
-73.928505,40.667637
-73.949799,40.784592
-73.982986,40.756294
-73.992233,40.750999
-73.776413,40.645142
-73.94809,40.778553
-74.006683,40.719746
-73.980324,40.744118
-73.999901,40.748516
-73.948753,40.60598
-73.965981,40.753227
-73.884033,40.743484
-73.990303,40.731438
-73.967773,40.761284
-73.801872,40.768867
-73.972908,40.755104
-74.005371,40.741047
-73.938042,40.804607
-73.98774,40.744667
-73.998444,40.742126
-73.976036,40.753338
-73.989433,40.762875
